Bugs,Fix ,Symptom,Root Cause,Component,Explanation - Symptom,Explanation - Root Cause,What factors are contained in the bug-triggered test program?,Has Test Program?,Bug ID,Trigger Bug,Impact,Bug ID text
https://github.com/ethereum/solidity/issues/2104,https://github.com/ethereum/solidity/pull/3722,Crash,Code Generation Error,CodeGen,Reject Valid Program,,,1,2104,bytecode,,2104
https://github.com/ethereum/solidity/issues/1799,https://github.com/ethereum/solidity/pull/2565,Crash,Exception Handling Error,Code Analyzer,Poor Error Message,Poor Error Message,,1,1799,,,1799
https://github.com/ethereum/solidity/issues/1769,https://github.com/ethereum/solidity/pull/2697,Crash,Semantic Analysis Error,Code Analyzer,Poor Error Message,scope,,1,1769,,,1769
https://github.com/ethereum/solidity/issues/1731,https://github.com/ethereum/solidity/pull/1737,Incorrect Output,Semantic Analysis Error,Code Analyzer,returned value,missing type checking,,1,1731,,,1731
https://github.com/ethereum/solidity/issues/1724,https://github.com/ethereum/solidity/pull/1750,Crash,Syntactic Analysis Error,Parser,Reject Valid Program,,,1,1724,,,1724
https://github.com/ethereum/solidity/issues/1721,https://github.com/ethereum/solidity/pull/2564,Error Omission,Memory-Related Error,AST,,Too larger calldata array,large array,1,1721,,,1721
https://github.com/ethereum/solidity/issues/1720,https://github.com/ethereum/solidity/pull/1749,Error Omission,Semantic Analysis Error,Code Analyzer,,missing type checking,,1,1720,,,1720
https://github.com/ethereum/solidity/issues/1717,https://github.com/ethereum/solidity/pull/1767,Crash,Syntactic Analysis Error,CLI,Reject Valid Program,long linker commandline argument,,1,1717,,,1717
https://github.com/ethereum/solidity/issues/1709,https://github.com/ethereum/solidity/pull/1748,Crash,Semantic Analysis Error,Code Analyzer,Reject Valid Program,missing type checking,,1,1709,,,1709
https://github.com/ethereum/solidity/issues/1696,https://github.com/ethereum/solidity/pull/1747,Crash,Type System Error,AST,Reject Valid Program,Incorrect Type System,,1,1696,,,1696
https://github.com/ethereum/solidity/issues/1652,https://github.com/ethereum/solidity/pull/1768,Incorrect Output,Read-write Error,CLI,File,,,0,1652,,,1652
https://github.com/ethereum/solidity/issues/1647,https://github.com/ethereum/solidity/pull/1649,Crash,Read-write Error,CLI,,,CLI,1,1647,,,1647
https://github.com/ethereum/solidity/issues/1469,https://github.com/ethereum/solidity/pull/1475,Incorrect Output,Code Generation Error,CodeGen,Bytecode,,,1,1469,bytecode,,1469
https://github.com/ethereum/solidity/issues/1466,https://github.com/ethereum/solidity/pull/1736,Hang,Optimization Error,evmasm,,,,1,1466,,,1466
https://github.com/ethereum/solidity/issues/1457,https://github.com/ethereum/solidity/pull/1606,Error Omission,Semantic Analysis Error,evmasm,,scope,,1,1457,,,1457
https://github.com/ethereum/solidity/issues/1436,https://github.com/ethereum/solidity/pull/1733,Crash,Semantic Analysis Error,Code Analyzer,Segfault,,self-referential constant,1,1436,,,1436
https://github.com/ethereum/solidity/issues/1433,https://github.com/ethereum/solidity/pull/1454,Incorrect Output,Syntactic Analysis Error,Parser,Bytecode,,,1,1433,,,1433
https://github.com/ethereum/solidity/issues/1416,https://github.com/ethereum/solidity/pull/1417,Incorrect Output,Optimization Error,evmasm,Value of variable,,,1,1416,,,1416
https://github.com/ethereum/solidity/issues/1415,https://github.com/ethereum/solidity/pull/1728,Crash,Type System Error,AST,Reject Valid Program,Incorrect Type Conversion,,1,1415,,,1415
https://github.com/ethereum/solidity/issues/1368,https://github.com/ethereum/solidity/pull/1375,Incorrect Output,Memory-Related Error,evmasm,Warning Message,Stack Size,Yul,1,1368,yul,,1368
https://github.com/ethereum/solidity/issues/1364,https://github.com/ethereum/solidity/pull/1367,Incorrect Output,Type System Error,AST,AST,Incorrect Type Information,,1,1364,,,1364
https://github.com/ethereum/solidity/issues/1343,https://github.com/ethereum/solidity/pull/1334,Error Omission,Semantic Analysis Error,"AST
CodeGen
Parser",,value range,,1,1343,,,1343
https://github.com/ethereum/solidity/issues/1286,https://github.com/ethereum/solidity/pull/1474,Crash,Semantic Analysis Error,AST,Reject Valid Program,Scope,,1,1286,,,1286
https://github.com/ethereum/solidity/issues/1258,https://github.com/ethereum/solidity/pull/1633,Crash,Semantic Analysis Error,Code Analyzer,Reject Valid Program,missing type checking,,1,1258,,,1258
https://github.com/ethereum/solidity/issues/1250,https://github.com/ethereum/solidity/pull/1727,Crash,Semantic Analysis Error,Code Analyzer,Poor Error Message,missing type checking,,1,1250,,,1250
https://github.com/ethereum/solidity/issues/1246,https://github.com/ethereum/solidity/pull/1274,Error Omission,Type System Error,AST,,Incorrect Type System,,1,1246,,,1246
https://github.com/ethereum/solidity/issues/1242,https://github.com/ethereum/solidity/pull/1244,Crash,Memory-Related Error,AST,Reject Valid Program,Allocation,,1,1242,,,1242
https://github.com/ethereum/solidity/issues/1192,https://github.com/ethereum/solidity/pull/1193,Crash,Semantic Analysis Error,Code Analyzer,Reject Valid Program,,,1,1192,,,1192
https://github.com/ethereum/solidity/issues/1177,https://github.com/ethereum/solidity/pull/1181,Crash,Formal Verification Error,Formal Verification,Poor Error Message,Incorrect SMT Encoding,,1,1177,,,1177
https://github.com/ethereum/solidity/issues/1151,https://github.com/ethereum/solidity/pull/1240,Crash,Semantic Analysis Error,AST,Reject Valid Program,Scope,,1,1151,,,1151
https://github.com/ethereum/solidity/issues/1150,https://github.com/ethereum/solidity/pull/1218,Crash,Memory-Related Error,AST,Reject Valid Program,Null Pointer Dereference,dynamic array,1,1150,,,1150
https://github.com/ethereum/solidity/issues/1145,https://github.com/ethereum/solidity/pull/1634,Crash,Exception Handling Error,evmasm,Poor Error Message,Too late Error Reporting,,1,1145,,,1145
https://github.com/ethereum/solidity/issues/1144,https://github.com/ethereum/solidity/pull/1182,Crash,Semantic Analysis Error,Code Analyzer,Reject Valid Program,missing type checking,yul,1,1144,yul,,1144
https://github.com/ethereum/solidity/issues/1135,https://github.com/ethereum/solidity/pull/1158,Crash,Syntactic Analysis Error,evmasm,Reject Valid Program,,,1,1135,,,1135
https://github.com/ethereum/solidity/issues/1134,https://github.com/ethereum/solidity/pull/1156,Crash,Syntactic Analysis Error,evmasm,Reject Valid Program,,,1,1134,,,1134
https://github.com/ethereum/solidity/issues/1131,https://github.com/ethereum/solidity/pull/1243,Crash,Type System Error,AST,Reject Valid Program,Incorrect Type System,,1,1131,,,1131
https://github.com/ethereum/solidity/issues/1116,https://github.com/ethereum/solidity/pull/1263,Crash,Code Generation Error,CodeGen,Reject Valid Program,,,1,1116,bytecode,,1116
https://github.com/ethereum/solidity/issues/1099,https://github.com/ethereum/solidity/pull/1101,Crash,Exception Handling Error,AST,Reject Valid Program,Incorrect Error Type,,1,1099,,,1099
https://github.com/ethereum/solidity/issues/1092,https://github.com/ethereum/solidity/pull/1595,Incorrect Output,Code Generation Error,CodeGen,Gas,,,1,1092,bytecode,,1092
https://github.com/ethereum/solidity/issues/1083,https://github.com/ethereum/solidity/pull/1104,Crash,Code Generation Error,CodeGen,Reject Valid Program,,,1,1083,bytecode,,1083
https://github.com/ethereum/solidity/issues/1075,https://github.com/ethereum/solidity/pull/1102,Incorrect Output,Code Generation Error,CodeGen,,,,0,1075,bytecode,,1075
https://github.com/ethereum/solidity/issues/1040,https://github.com/ethereum/solidity/pull/1592,Error Omission,Semantic Analysis Error,Code Analyzer,,missing type checking,,1,1040,,,1040
https://github.com/ethereum/solidity/issues/1017,https://github.com/ethereum/solidity/pull/1018,Error Omission,Semantic Analysis Error,Code Analyzer,,missing type checking,,1,1017,,,1017
https://github.com/ethereum/solidity/issues/988,https://github.com/ethereum/solidity/pull/1264,Crash,Code Generation Error,CodeGen,Reject Valid Program,,,1,988,bytecode,,988
https://github.com/ethereum/solidity/issues/981,https://github.com/ethereum/solidity/pull/993,Crash,Exception Handling Error,CodeGen,Poor Error Message,Lack Checking,sha3,1,981,,,981
https://github.com/ethereum/solidity/issues/976,https://github.com/ethereum/solidity/pull/1729,Incorrect Output,Semantic Analysis Error,Code Analyzer,output,missing type checking,,1,976,,,976
https://github.com/ethereum/solidity/issues/970,https://github.com/ethereum/solidity/pull/994,Crash,Exception Handling Error,CLI,,Lack Checking,,1,970,,,970
https://github.com/ethereum/solidity/issues/922,https://github.com/ethereum/solidity/pull/995,Crash,Syntactic Analysis Error,AST,Reject Valid Program,AST2Converter error,,1,922,,,922
https://github.com/ethereum/solidity/issues/853,https://github.com/ethereum/solidity/pull/856,Incorrect Output,Code Generation Error,AST,AST JSON,,,1,853,JSON,,853
https://github.com/ethereum/solidity/issues/742,https://github.com/ethereum/solidity/pull/794,Crash,Code Generation Error,AST,Segfault,,,1,742,JSON,,742
https://github.com/ethereum/solidity/issues/736,https://github.com/ethereum/solidity/pull/1588,Crash,Code Generation Error,CodeGen,Segfault,,,1,736,bytecode,,736
https://github.com/ethereum/solidity/issues/733,https://github.com/ethereum/solidity/pull/997,Crash,Semantic Analysis Error,CLI,Reject Valid Program,Scope,CLI,1,733,,,733
https://github.com/ethereum/solidity/issues/702,https://github.com/ethereum/solidity/pull/711,Crash,Read-write Error,CLI,Reject Valid Program,,CLI: --ast,1,702,,,702
https://github.com/ethereum/solidity/issues/692,https://github.com/ethereum/solidity/pull/762,Incorrect Output,Optimization Error,evmasm,Value of variable,,,1,692,,,692
https://github.com/ethereum/solidity/issues/674,https://github.com/ethereum/solidity/issues/674,Crash,Others,CLI,Reject Valid Program,,,1,674,,,674
https://github.com/ethereum/solidity/issues/651,https://github.com/ethereum/solidity/pull/652,Crash,Read-write Error,CLI,Reject Valid Program,,,1,651,,,651
https://github.com/ethereum/solidity/issues/647,https://github.com/ethereum/solidity/pull/836,Error Omission,Semantic Analysis Error,Code Analyzer,,,,1,647,,,647
https://github.com/ethereum/solidity/issues/621,https://github.com/ethereum/solidity/pull/1293,Crash,Semantic Analysis Error,Code Analyzer,Reject Valid Program,,,1,621,,,621
https://github.com/ethereum/solidity/issues/590,https://github.com/ethereum/solidity/pull/756,Incorrect Output,Code Generation Error,CodeGen,asm,,,1,590,bytecode,,590
https://github.com/ethereum/solidity/issues/564,https://github.com/ethereum/solidity/pull/926,Incorrect Output,Code Generation Error,evmasm,asm,,,1,564,evmasm,,564
https://github.com/ethereum/solidity/issues/561,https://github.com/ethereum/solidity/pull/1194,Crash,Type System Error,AST,Reject Valid Program,Incorrect Type System,,1,561,,,561
https://github.com/ethereum/solidity/issues/549,https://github.com/ethereum/solidity/pull/1261,Crash,Semantic Analysis Error,AST,Reject Valid Program,Scope,,1,549,,,549
https://github.com/ethereum/solidity/issues/535,https://github.com/ethereum/solidity/pull/1005,Error Omission,Syntactic Analysis Error,Parser,,,,1,535,,,535
https://github.com/ethereum/solidity/issues/530,https://github.com/ethereum/solidity/pull/588,Crash,Type System Error,AST,Reject Valid Program,Incorrect Type Conversion,,1,530,,,530
https://github.com/ethereum/solidity/issues/526,https://github.com/ethereum/solidity/pull/9334,Crash,Semantic Analysis Error,Code Analyzer,Reject Valid Program,Scope,,1,526,,,526
https://github.com/ethereum/solidity/issues/489,https://github.com/ethereum/solidity/pull/996,Incorrect Output,Type System Error,Interface,JSON,Incorrect Type System,,1,489,,,489
https://github.com/ethereum/solidity/issues/485,https://github.com/ethereum/solidity/pull/506,Incorrect Output,Code Generation Error,CodeGen,Value of variable,,,0,485,bytecode,,485
https://github.com/ethereum/solidity/issues/484,https://github.com/ethereum/solidity/pull/505,Incorrect Output,Code Generation Error,CodeGen,Gas,,,1,484,bytecode,,484
https://github.com/ethereum/solidity/issues/478,https://github.com/ethereum/solidity/pull/1169,Incorrect Output,Syntactic Analysis Error,evmasm,Error Message,,yul,1,478,yul,,478
https://github.com/ethereum/solidity/issues/472,https://github.com/ethereum/solidity/pull/475,Crash,Syntactic Analysis Error,evmasm,,,,1,472,,,472
https://github.com/ethereum/solidity/issues/466,https://github.com/ethereum/solidity/pull/467,Crash,Memory-Related Error,Interface,Reject Valid Program,Null Pointer Dereference,yul,1,466,yul,,466
https://github.com/ethereum/solidity/issues/446,https://github.com/ethereum/solidity/pull/465,Crash,Type System Error,CodeGen,Reject Valid Program,Incorrect Type Conversion,,1,446,,,446
https://github.com/ethereum/solidity/issues/428,https://github.com/ethereum/solidity/pull/457,Incorrect Output,Syntactic Analysis Error,Parser,Returned Value,Incorrect Lexical Analysis,,0,428,,,428
https://github.com/ethereum/solidity/issues/396,https://github.com/ethereum/solidity/pull/1591,Incorrect Output,Exception Handling Error,CodeGen,Error Message,Poor Error Message,,0,396,,,396
https://github.com/ethereum/solidity/issues/352,https://github.com/ethereum/solidity/pull/359,Crash,Semantic Analysis Error,Code Analyzer,Reject Valid Program,,,1,352,,,352
https://github.com/ethereum/solidity/issues/340,https://github.com/ethereum/solidity/pull/342,Crash,Semantic Analysis Error,Code Analyzer,Reject Valid Program,,,1,340,,,340
https://github.com/ethereum/solidity/issues/339,https://github.com/ethereum/solidity/pull/720,Crash,Formal Verification Error,Formal Verification,Reject Valid Program,Incorrect SMT Encoding,,1,339,,,339
https://github.com/ethereum/solidity/issues/280,https://github.com/ethereum/solidity/pull/309,Error Omission,Semantic Analysis Error,AST,,Scope,,1,280,,,280
https://github.com/ethereum/solidity/issues/254,https://github.com/ethereum/solidity/pull/257,Incorrect Output,Code Generation Error,CodeGen,ByteCode,,,1,254,bytecode,,254
https://github.com/ethereum/solidity/issues/247,https://github.com/ethereum/solidity/pull/308,Incorrect Output,Type System Error,AST,Error Message,Incorrect Type System,,1,247,,,247
https://github.com/ethereum/solidity/issues/243,https://github.com/ethereum/solidity/pull/244,Incorrect Output,Memory-Related Error,CodeGen,Value,Allocation,keyword: memory,1,243,,,243
https://github.com/ethereum/solidity/issues/212,https://github.com/ethereum/solidity/pull/218,Incorrect Output,Memory-Related Error,CodeGen,Value,Overwrite,keyword: memory,1,212,,,212
https://github.com/ethereum/solidity/issues/179,https://github.com/ethereum/solidity/pull/185,Crash,Code Generation Error,CodeGen,Reject Valid Program,,,1,179,bytecode,,179
https://github.com/ethereum/solidity/issues/138,https://github.com/ethereum/solidity/pull/145,Crash,Syntactic Analysis Error,Parser,Reject Valid Program,,,1,138,,,138
https://github.com/ethereum/solidity/issues/137,https://github.com/ethereum/solidity/pull/143,Crash,Code Generation Error,CodeGen,Poor Error Message,,,1,137,bytecode,,137
https://github.com/ethereum/solidity/issues/127,https://github.com/ethereum/solidity/pull/141,Crash,Type System Error,AST,Reject Valid Program,Incorrect Type System,,1,127,,,127
https://github.com/ethereum/solidity/issues/116,https://github.com/ethereum/solidity/pull/121,Crash,Semantic Analysis Error,Code Analyzer,Reject Valid Program,Scope,,1,116,,,116
https://github.com/ethereum/solidity/issues/106,https://github.com/ethereum/solidity/pull/123,Crash,Semantic Analysis Error,Code Analyzer,Poor Error Message,,,1,106,,,106
https://github.com/ethereum/solidity/pull/6193,https://github.com/ethereum/solidity/pull/6193,Crash,Optimization Error,Yul,Reject Valid Program,,"CLI:--strict-assembly
yul",1,93,yul,,93
https://github.com/ethereum/solidity/issues/90,https://github.com/ethereum/solidity/pull/91,Incorrect Output,Type System Error,AST,Storage Location,Incorrect Type System,,1,90,,,90
https://github.com/ethereum/solidity/issues/63,https://github.com/ethereum/solidity/pull/65,Error Omission,Type System Error,AST,,Incorrect Type System,,1,63,,,63
https://github.com/ethereum/solidity/issues/59,https://github.com/ethereum/solidity/pull/64,Crash,Syntactic Analysis Error,Lexer,Reject Valid Program,Incorrect Lexical Analysis,,1,59,,,59
https://github.com/ethereum/solidity/issues/50,https://github.com/ethereum/solidity/pull/69,Crash,Type System Error,AST,Reject Valid Program,Incorrect Type System,,1,50,,,50
https://github.com/ethereum/solidity/issues/28,https://github.com/ethereum/solidity/pull/54,Crash,Type System Error,AST,Reject Valid Program,Incorrect Type System,,1,28,,,28
